Date,France_10y,Germany_10y,Belgium_10y,Italy_10y,Spain_10y,Portugal_10y,Ireland_10y,Greece_10y
2016-07-27,0.181,-0.04,0.19,1.23168,1.132,2.998,0.461,8.152
2016-07-28,0.147,-0.08,0.09,1.2049,1.158,2.967,0.456,8.076
2016-07-28,0.147,-0.08,0.17,1.2049,1.158,2.967,0.456,8.076
2016-07-28,0.147,-0.08,0.16,1.2049,1.158,2.967,0.456,8.076
2016-07-29,0.16,-0.07,0.08,1.17793,1.125,2.933,0.417,8.257
2016-07-29,0.16,-0.07,0.16,1.17793,1.125,2.933,0.417,8.257
2016-07-29,0.16,-0.07,0.17,1.17793,1.125,2.933,0.417,8.257
2016-07-30,0.121,-0.07,0.17,1.21878,1.125,2.933,0.42,8.257
2016-07-31,0.121,-0.07,0.17,1.21878,1.125,2.933,0.42,8.257
2016-08-01,0.121,-0.11,0.08,1.21878,1.015,2.904,0.435,8.277
2016-08-01,0.121,-0.11,0.16,1.21878,1.015,2.904,0.435,8.277
2016-08-01,0.121,-0.11,0.13,1.21878,1.015,2.904,0.435,8.277
2016-08-02,0.164,-0.07,0.15,1.26015,1.099,2.934,0.497,8.256
2016-08-02,0.164,-0.07,0.23,1.26015,1.099,2.934,0.497,8.256
2016-08-02,0.164,-0.07,0.17,1.26015,1.099,2.934,0.497,8.256
2016-08-03,0.193,-0.05,0.2,1.2651,1.122,2.94,0.482,8.365
2016-08-03,0.193,-0.05,0.13,1.2651,1.122,2.94,0.482,8.365
2016-08-03,0.193,-0.05,0.21,1.2651,1.122,2.94,0.482,8.365
2016-08-04,0.184,-0.05,0.11,1.21051,1.073,2.869,0.415,8.367
2016-08-04,0.184,-0.05,0.19,1.21051,1.073,2.869,0.415,8.367
2016-08-04,0.184,-0.05,0.2,1.21051,1.073,2.869,0.415,8.367
2016-08-05,0.144,-0.09,0.1,1.20527,1.041,2.871,0.429,8.364
2016-08-05,0.144,-0.09,0.18,1.20527,1.041,2.871,0.429,8.364
2016-08-05,0.144,-0.09,0.16,1.20527,1.041,2.871,0.429,8.364
2016-08-06,0.17,-0.09,0.16,1.18768,1.041,2.875,0.434,8.384
2016-08-07,0.17,-0.09,0.16,1.18768,1.041,2.875,0.434,8.384
2016-08-08,0.17,-0.06,0.19,1.18768,1.039,2.833,0.397,8.352
2016-08-08,0.17,-0.06,0.17,1.18768,1.039,2.833,0.397,8.352
2016-08-08,0.17,-0.06,0.11,1.18768,1.039,2.833,0.397,8.352
2016-08-09,0.167,-0.07,0.1,1.16745,0.935,2.799,0.366,8.275
2016-08-09,0.167,-0.07,0.18,1.16745,0.935,2.799,0.366,8.275
2016-08-09,0.167,-0.07,0.16,1.16745,0.935,2.799,0.366,8.275
2016-08-10,0.127,-0.09,0.04,1.14621,1.016,2.748,0.338,8.302
2016-08-10,0.127,-0.09,0.12,1.14621,1.016,2.748,0.338,8.302
2016-08-10,0.127,-0.09,0.12,1.14621,1.016,2.748,0.338,8.302
2016-08-11,0.118,-0.11,0.05,1.11778,1.011,2.745,0.349,8.214
2016-08-11,0.118,-0.11,0.13,1.11778,1.011,2.745,0.349,8.214
2016-08-11,0.118,-0.11,0.1,1.11778,1.011,2.745,0.349,8.214
2016-08-12,0.134,-0.1,0.06,1.11181,1.012,2.711,0.351,8.201
2016-08-12,0.134,-0.1,0.14,1.11181,1.012,2.711,0.351,8.201
2016-08-12,0.134,-0.1,0.12,1.11181,1.012,2.711,0.351,8.201
2016-08-13,0.119,-0.1,0.12,1.12675,1.012,2.714,0.343,8.14
2016-08-14,0.119,-0.1,0.12,1.12675,1.012,2.714,0.343,8.14
2016-08-15,0.119,-0.11,0.12,1.12675,1.107,2.701,0.379,8.173
2016-08-16,0.142,-0.09,0.16,1.12675,0.966,2.848,0.426,8.189
2016-08-16,0.142,-0.09,0.13,1.12675,0.966,2.848,0.426,8.189
2016-08-16,0.142,-0.09,0.08,1.12675,0.966,2.848,0.426,8.189
2016-08-17,0.195,-0.04,0.1,1.15907,1.054,2.892,0.409,8.117
2016-08-17,0.195,-0.04,0.18,1.15907,1.054,2.892,0.409,8.117
2016-08-17,0.195,-0.04,0.17,1.15907,1.054,2.892,0.409,8.117
2016-08-18,0.168,-0.06,0.06,1.14086,0.964,2.909,0.387,8.154
2016-08-18,0.168,-0.06,0.14,1.14086,0.964,2.909,0.387,8.154
2016-08-18,0.168,-0.06,0.14,1.14086,0.964,2.909,0.387,8.154
2016-08-19,0.147,-0.09,0.09,1.15221,0.978,3.039,0.471,8.055
2016-08-19,0.147,-0.09,0.17,1.15221,0.978,3.039,0.471,8.055
2016-08-19,0.147,-0.09,0.12,1.15221,0.978,3.039,0.471,8.055
2016-08-20,0.18,-0.09,0.12,1.15254,0.978,3.039,0.471,8.055
2016-08-21,0.18,-0.09,0.12,1.15254,0.978,3.039,0.471,8.055
2016-08-22,0.18,-0.05,0.14,1.15254,0.989,3.049,0.404,8.052
2016-08-22,0.18,-0.05,0.15,1.15254,0.989,3.049,0.404,8.052
2016-08-22,0.18,-0.05,0.06,1.15254,0.989,3.049,0.404,8.052
2016-08-23,0.161,-0.08,0.14,1.18497,0.994,3.056,0.438,8.153
2016-08-23,0.161,-0.08,0.13,1.18497,0.994,3.056,0.438,8.153
2016-08-23,0.161,-0.08,0.06,1.18497,0.994,3.056,0.438,8.153
2016-08-24,0.155,-0.09,0.07,1.18554,1.005,3.004,0.414,8.05
2016-08-24,0.155,-0.09,0.15,1.18554,1.005,3.004,0.414,8.05
2016-08-24,0.155,-0.09,0.13,1.18554,1.005,3.004,0.414,8.05
2016-08-25,0.162,-0.08,0.1,1.19604,0.999,3.003,0.415,8.065
2016-08-25,0.162,-0.08,0.18,1.19604,0.999,3.003,0.415,8.065
2016-08-25,0.162,-0.08,0.13,1.19604,0.999,3.003,0.415,8.065
2016-08-26,0.172,-0.08,0.08,1.1676,0.977,3.029,0.399,8.165
2016-08-26,0.172,-0.08,0.16,1.1676,0.977,3.029,0.399,8.165
2016-08-26,0.172,-0.08,0.14,1.1676,0.977,3.029,0.399,8.165
2016-08-27,0.199,-0.08,0.14,1.18151,0.977,3.039,0.414,8.188
2016-08-28,0.199,-0.08,0.14,1.18151,0.977,3.049,0.417,8.188
2016-08-29,0.199,-0.06,0.2,1.18151,0.958,3.039,0.421,8.191
2016-08-29,0.199,-0.06,0.17,1.18151,0.958,3.039,0.421,8.191
2016-08-29,0.199,-0.06,0.11,1.18151,0.958,3.039,0.421,8.191
2016-08-30,0.175,-0.08,0.09,1.17247,1.004,3.028,0.396,8.078
2016-08-30,0.175,-0.08,0.17,1.17247,1.004,3.028,0.396,8.078
2016-08-30,0.175,-0.08,0.15,1.17247,1.004,3.028,0.396,8.078
2016-08-31,0.166,-0.09,0.09,1.16948,0.971,3.047,0.431,8.093
2016-08-31,0.166,-0.09,0.17,1.16948,0.971,3.047,0.431,8.093
2016-08-31,0.166,-0.09,0.14,1.16948,0.971,3.047,0.431,8.093
2016-09-01,0.209,-0.05,0.13,1.20483,1.088,3.06,0.462,8.131
2016-09-01,0.209,-0.05,0.22,1.20483,1.088,3.06,0.462,8.131
2016-09-01,0.209,-0.05,0.19,1.20483,1.088,3.06,0.462,8.131
2016-09-02,0.194,-0.06,0.12,1.22275,1.113,3.054,0.469,8.213
2016-09-02,0.194,-0.06,0.21,1.22275,1.113,3.054,0.469,8.213
2016-09-02,0.194,-0.06,0.18,1.22275,1.113,3.054,0.469,8.213
2016-09-03,0.196,-0.06,0.18,1.19557,1.113,3.056,0.447,8.213
2016-09-04,0.196,-0.06,0.18,1.19557,1.113,3.056,0.447,8.213
2016-09-05,0.196,-0.05,0.18,1.19557,1.065,3.049,0.424,8.219
2016-09-05,0.196,-0.05,0.1,1.19557,1.065,3.049,0.424,8.219
2016-09-05,0.196,-0.05,0.19,1.19557,1.065,3.049,0.424,8.219
2016-09-06,0.18,-0.06,0.17,1.16899,0.956,2.998,0.376,8.206
2016-09-06,0.18,-0.06,0.07,1.16899,0.956,2.998,0.376,8.206
2016-09-06,0.18,-0.06,0.17,1.16899,0.956,2.998,0.376,8.206
2016-09-07,0.125,-0.11,0.11,1.13587,1.012,2.972,0.361,8.222
2016-09-07,0.125,-0.11,0.03,1.13587,1.012,2.972,0.361,8.222
2016-09-07,0.125,-0.11,0.12,1.13587,1.012,2.972,0.361,8.222
2016-09-08,0.116,-0.11,0.06,1.15738,0.962,3.065,0.404,8.252
2016-09-08,0.116,-0.11,0.15,1.15738,0.962,3.065,0.404,8.252
2016-09-08,0.116,-0.11,0.1,1.15738,0.962,3.065,0.404,8.252
2016-09-09,0.198,-0.04,0.15,1.25558,1.099,3.156,0.477,8.278
2016-09-09,0.198,-0.04,0.25,1.25558,1.099,3.156,0.477,8.278
2016-09-09,0.198,-0.04,0.19,1.25558,1.099,3.156,0.477,8.278
2016-09-10,0.285,-0.04,0.19,1.33334,1.099,3.142,0.481,8.278
2016-09-11,0.285,-0.04,0.19,1.33334,1.099,3.156,0.473,8.353
2016-09-12,0.285,0.04,0.19,1.33334,1.148,3.202,0.513,8.355
2016-09-12,0.285,0.04,0.29,1.33334,1.148,3.202,0.513,8.355
2016-09-12,0.285,0.04,0.26,1.33334,1.148,3.202,0.513,8.355
2016-09-13,0.254,0.01,0.18,1.30699,1.126,3.283,0.517,8.383
2016-09-13,0.254,0.01,0.28,1.30699,1.126,3.283,0.517,8.383
2016-09-13,0.254,0.01,0.24,1.30699,1.126,3.283,0.517,8.383
2016-09-14,0.292,0.05,0.28,1.35684,1.143,3.269,0.493,8.518
2016-09-14,0.292,0.05,0.2,1.35684,1.143,3.269,0.493,8.518
2016-09-14,0.292,0.05,0.3,1.35684,1.143,3.269,0.493,8.518
2016-09-15,0.29,0.04,0.21,1.37209,1.142,3.415,0.495,8.696
2016-09-15,0.29,0.04,0.31,1.37209,1.142,3.415,0.495,8.696
2016-09-15,0.29,0.04,0.26,1.37209,1.142,3.415,0.495,8.696
2016-09-16,0.243,-0.01,0.18,1.3722,1.05,3.478,0.467,8.669
2016-09-16,0.243,-0.01,0.27,1.3722,1.05,3.478,0.467,8.669
2016-09-16,0.243,-0.01,0.22,1.3722,1.05,3.478,0.467,8.669
2016-09-17,0.263,-0.01,0.22,1.36086,1.05,3.409,0.477,8.55
2016-09-18,0.263,-0.01,0.22,1.36086,1.05,3.409,0.477,8.55
2016-09-19,0.263,0.01,0.19,1.36086,1.098,3.386,0.48,8.73
2016-09-19,0.263,0.01,0.29,1.36086,1.098,3.386,0.48,8.73
2016-09-19,0.263,0.01,0.24,1.36086,1.098,3.386,0.48,8.73
2016-09-20,0.256,0.0,0.16,1.3082,1.058,3.312,0.435,8.493
2016-09-20,0.256,0.0,0.25,1.3082,1.058,3.312,0.435,8.493
2016-09-20,0.256,0.0,0.23,1.3082,1.058,3.312,0.435,8.493
2016-09-21,0.229,-0.02,0.21,1.31223,1.027,3.404,0.471,8.479
2016-09-21,0.229,-0.02,0.16,1.31223,1.027,3.404,0.471,8.479
2016-09-21,0.229,-0.02,0.25,1.31223,1.027,3.404,0.471,8.479
2016-09-22,0.19,-0.05,0.09,1.24581,0.977,3.374,0.385,8.427
2016-09-22,0.19,-0.05,0.17,1.24581,0.977,3.374,0.385,8.427
2016-09-22,0.19,-0.05,0.17,1.24581,0.977,3.374,0.385,8.427
2016-09-23,0.161,-0.09,0.08,1.26002,0.973,3.373,0.393,8.423
2016-09-23,0.161,-0.09,0.17,1.26002,0.973,3.373,0.393,8.423
2016-09-23,0.161,-0.09,0.14,1.26002,0.973,3.373,0.393,8.423
2016-09-24,0.156,-0.09,0.14,1.26003,0.973,3.378,0.454,8.389
2016-09-25,0.156,-0.09,0.14,1.26003,0.973,3.378,0.449,8.389
2016-09-26,0.156,-0.1,0.08,1.26003,0.98,3.383,0.365,8.398
2016-09-26,0.156,-0.1,0.17,1.26003,0.98,3.383,0.365,8.398
2016-09-26,0.156,-0.1,0.13,1.26003,0.98,3.383,0.365,8.398
2016-09-27,0.121,-0.14,0.13,1.2696,0.946,3.41,0.349,8.419
2016-09-27,0.121,-0.14,0.13,1.2696,0.946,3.41,0.349,8.419
2016-09-27,0.121,-0.14,0.1,1.2696,0.946,3.41,0.349,8.419
2016-09-28,0.116,-0.14,0.14,1.26169,0.933,3.335,0.326,8.293
2016-09-28,0.116,-0.14,0.14,1.26169,0.933,3.335,0.326,8.293
2016-09-28,0.116,-0.14,0.1,1.26169,0.933,3.335,0.326,8.293
2016-09-29,0.138,-0.12,0.13,1.24627,1.013,3.317,0.33,8.255
2016-09-29,0.138,-0.12,0.16,1.24627,1.013,3.317,0.33,8.255
2016-09-29,0.138,-0.12,0.16,1.24627,1.013,3.317,0.33,8.255
2016-09-30,0.127,-0.15,0.14,1.24614,0.991,3.333,0.331,8.27
2016-09-30,0.127,-0.15,0.15,1.24614,0.991,3.333,0.331,8.27
2016-09-30,0.127,-0.15,0.12,1.24614,0.991,3.333,0.331,8.27
2016-10-01,0.179,-0.15,0.12,1.29193,0.991,3.332,0.335,8.282
2016-10-02,0.179,-0.15,0.12,1.29193,0.991,3.332,0.335,8.282
2016-10-03,0.179,-0.15,0.17,1.29193,0.947,3.375,0.377,8.279
2016-10-03,0.179,-0.15,0.18,1.29193,0.947,3.375,0.377,8.279
2016-10-03,0.179,-0.15,0.15,1.29193,0.947,3.375,0.377,8.279
2016-10-04,0.195,-0.1,0.19,1.31239,0.982,3.334,0.39,8.306
2016-10-04,0.195,-0.1,0.21,1.31239,0.982,3.334,0.39,8.306
2016-10-04,0.195,-0.1,0.15,1.31239,0.982,3.334,0.39,8.306
2016-10-05,0.257,-0.05,0.26,1.37453,1.051,3.464,0.512,8.259
2016-10-05,0.257,-0.05,0.28,1.37453,1.051,3.464,0.512,8.259
2016-10-05,0.257,-0.05,0.22,1.37453,1.051,3.464,0.512,8.259
2016-10-06,0.268,-0.04,0.22,1.40782,1.091,3.535,0.494,8.261
2016-10-06,0.268,-0.04,0.26,1.40782,1.091,3.535,0.494,8.261
2016-10-06,0.268,-0.04,0.27,1.40782,1.091,3.535,0.494,8.261
2016-10-07,0.314,0.02,0.27,1.41788,1.072,3.592,0.512,8.295
2016-10-07,0.314,0.02,0.29,1.41788,1.072,3.592,0.512,8.295
2016-10-07,0.314,0.02,0.26,1.41788,1.072,3.592,0.512,8.295
2016-10-08,0.313,0.02,0.27,1.44097,1.072,3.582,0.502,8.292
2016-10-09,0.313,0.02,0.27,1.44097,1.072,3.582,0.502,8.292
2016-10-10,0.313,0.03,0.27,1.44097,1.063,3.432,0.558,8.254
2016-10-10,0.313,0.03,0.29,1.44097,1.063,3.432,0.558,8.254
2016-10-10,0.313,0.03,0.26,1.44097,1.063,3.432,0.558,8.254
2016-10-11,0.326,0.05,0.31,1.42849,1.049,3.374,0.488,8.271
2016-10-11,0.326,0.05,0.33,1.42849,1.049,3.374,0.488,8.271
2016-10-11,0.326,0.05,0.28,1.42849,1.049,3.374,0.488,8.271
2016-10-12,0.316,0.04,0.34,1.45712,1.018,3.413,0.537,8.292
2016-10-12,0.316,0.04,0.36,1.45712,1.018,3.413,0.537,8.292
2016-10-12,0.316,0.04,0.28,1.45712,1.018,3.413,0.537,8.292
2016-10-13,0.325,0.05,0.3,1.42833,1.049,3.378,0.501,8.392
2016-10-13,0.325,0.05,0.33,1.42833,1.049,3.378,0.501,8.392
2016-10-13,0.325,0.05,0.29,1.42833,1.049,3.378,0.501,8.392
2016-10-14,0.329,0.06,0.3,1.44074,1.076,3.305,0.517,8.479
2016-10-14,0.329,0.06,0.3,1.44074,1.076,3.305,0.517,8.479
2016-10-14,0.329,0.06,0.32,1.44074,1.076,3.305,0.517,8.479
2016-10-15,0.359,0.06,0.3,1.46909,1.076,3.306,0.504,8.518
2016-10-16,0.359,0.06,0.3,1.46909,1.076,3.306,0.504,8.518
2016-10-17,0.359,0.09,0.32,1.46909,1.089,3.263,0.495,8.408
2016-10-17,0.359,0.09,0.35,1.46909,1.089,3.263,0.495,8.408
2016-10-17,0.359,0.09,0.32,1.46909,1.089,3.263,0.495,8.408
2016-10-18,0.334,0.06,0.31,1.44954,1.069,3.252,0.499,8.501
2016-10-18,0.334,0.06,0.34,1.44954,1.069,3.252,0.499,8.501
2016-10-18,0.334,0.06,0.29,1.44954,1.069,3.252,0.499,8.501
2016-10-19,0.297,0.03,0.29,1.4346,1.077,3.195,0.49,8.441
2016-10-19,0.297,0.03,0.31,1.4346,1.077,3.195,0.49,8.441
2016-10-19,0.297,0.03,0.26,1.4346,1.077,3.195,0.49,8.441
2016-10-20,0.3,0.03,0.3,1.44497,1.084,3.198,0.458,8.51
2016-10-20,0.3,0.03,0.32,1.44497,1.084,3.198,0.458,8.51
2016-10-20,0.3,0.03,0.26,1.44497,1.084,3.198,0.458,8.51
2016-10-21,0.258,0.0,0.22,1.42125,1.063,3.19,0.462,8.441
2016-10-21,0.258,0.0,0.25,1.42125,1.063,3.19,0.462,8.441
2016-10-21,0.258,0.0,0.28,1.42125,1.063,3.19,0.462,8.441
2016-10-22,0.251,0.0,0.25,1.41515,1.063,3.19,0.462,8.441
2016-10-23,0.251,0.0,0.25,1.41515,1.063,3.19,0.462,8.441
2016-10-24,0.251,-0.01,0.23,1.41515,1.051,3.148,0.477,8.425
2016-10-24,0.251,-0.01,0.26,1.41515,1.051,3.148,0.477,8.425
2016-10-24,0.251,-0.01,0.21,1.41515,1.051,3.148,0.477,8.425
2016-10-25,0.281,0.02,0.27,1.43302,1.07,3.194,0.48,8.405
2016-10-25,0.281,0.02,0.3,1.43302,1.07,3.194,0.48,8.405
2016-10-25,0.281,0.02,0.23,1.43302,1.07,3.194,0.48,8.405
2016-10-26,0.31,0.05,0.26,1.49205,1.089,3.218,0.564,8.402
2016-10-26,0.31,0.05,0.33,1.49205,1.089,3.218,0.564,8.402
2016-10-26,0.31,0.05,0.36,1.49205,1.089,3.218,0.564,8.402
2016-10-27,0.399,0.13,0.37,1.57232,1.151,3.293,0.638,8.345
2016-10-27,0.399,0.13,0.41,1.57232,1.151,3.293,0.638,8.345
2016-10-27,0.399,0.13,0.35,1.57232,1.151,3.293,0.638,8.345
2016-10-28,0.451,0.17,0.41,1.66062,1.174,3.35,0.629,8.323
2016-10-28,0.451,0.17,0.45,1.66062,1.174,3.35,0.629,8.323
2016-10-28,0.451,0.17,0.39,1.66062,1.174,3.35,0.629,8.323
2016-10-29,0.464,0.17,0.39,1.66705,1.174,3.35,0.629,8.323
2016-10-30,0.464,0.17,0.39,1.66705,1.174,3.35,0.629,8.323
2016-10-31,0.464,0.16,0.45,1.66705,1.21,3.332,0.651,8.337
2016-10-31,0.464,0.16,0.4,1.66705,1.21,3.332,0.651,8.337
2016-10-31,0.464,0.16,0.41,1.66705,1.21,3.332,0.651,8.337
2016-11-01,0.488,0.19,0.45,1.67236,1.255,3.353,0.654,8.153
2016-11-02,0.431,0.12,0.41,1.67236,1.23,3.245,0.632,7.948
2016-11-02,0.431,0.12,0.44,1.67236,1.23,3.245,0.632,7.948
2016-11-02,0.431,0.12,0.37,1.67236,1.23,3.245,0.632,7.948
2016-11-03,0.459,0.16,0.44,1.69075,1.225,3.255,0.665,7.857
2016-11-03,0.459,0.16,0.48,1.69075,1.225,3.255,0.665,7.857
2016-11-03,0.459,0.16,0.4,1.69075,1.225,3.255,0.665,7.857
2016-11-04,0.452,0.15,0.4,1.73516,1.248,3.286,0.672,7.79
2016-11-04,0.452,0.15,0.44,1.73516,1.248,3.286,0.672,7.79
2016-11-04,0.452,0.15,0.4,1.73516,1.248,3.286,0.672,7.79
2016-11-05,0.458,0.15,0.4,1.73178,1.248,3.286,0.672,7.79
2016-11-06,0.458,0.15,0.4,1.73178,1.248,3.286,0.672,7.79
2016-11-07,0.458,0.15,0.42,1.73178,1.241,3.236,0.651,7.46
2016-11-07,0.458,0.15,0.42,1.73178,1.241,3.236,0.651,7.46
2016-11-07,0.458,0.15,0.46,1.73178,1.241,3.236,0.651,7.46
2016-11-08,0.45,0.15,0.46,1.69674,1.182,3.216,0.684,7.322
2016-11-08,0.45,0.15,0.39,1.69674,1.182,3.216,0.684,7.322
2016-11-08,0.45,0.15,0.43,1.69674,1.182,3.216,0.684,7.322
2016-11-09,0.514,0.17,0.45,1.76101,1.261,3.271,0.705,7.334
2016-11-09,0.514,0.17,0.49,1.76101,1.261,3.271,0.705,7.334
2016-11-09,0.514,0.17,0.43,1.76101,1.261,3.271,0.705,7.334
2016-11-10,0.569,0.24,0.64,1.88641,1.336,3.401,0.868,7.283
2016-11-10,0.569,0.24,0.69,1.88641,1.336,3.401,0.868,7.283
2016-11-10,0.569,0.24,0.51,1.88641,1.336,3.401,0.868,7.283
2016-11-11,0.742,0.32,0.51,2.00337,1.442,3.497,0.995,7.332
2016-11-12,0.832,0.32,0.51,2.14804,1.442,3.497,0.995,7.332
2016-11-13,0.832,0.32,0.51,2.14804,1.442,3.497,0.995,7.332
2016-11-14,0.832,0.36,0.78,2.14804,1.524,3.555,1.017,7.41
2016-11-14,0.832,0.36,0.82,2.14804,1.524,3.555,1.017,7.41
2016-11-14,0.832,0.36,0.77,2.14804,1.524,3.555,1.017,7.41
2016-11-15,0.715,0.3,0.69,1.98079,1.445,3.503,0.927,7.386
2016-11-15,0.715,0.3,0.73,1.98079,1.445,3.503,0.927,7.386
2016-11-15,0.715,0.3,0.65,1.98079,1.445,3.503,0.927,7.386
2016-11-16,0.759,0.33,0.74,2.02967,1.501,3.677,0.956,7.444
2016-11-16,0.759,0.33,0.69,2.02967,1.501,3.677,0.956,7.444
2016-11-16,0.759,0.33,0.69,2.02967,1.501,3.677,0.956,7.444
2016-11-17,0.707,0.28,0.7,2.01614,1.548,3.73,0.982,7.318
2016-11-17,0.707,0.28,0.74,2.01614,1.548,3.73,0.982,7.318
2016-11-17,0.707,0.28,0.64,2.01614,1.548,3.73,0.982,7.318
2016-11-18,0.78,0.3,0.66,2.07117,1.593,3.817,1.009,7.109
2016-11-18,0.78,0.3,0.71,2.07117,1.593,3.817,1.009,7.109
2016-11-18,0.78,0.3,0.7,2.07117,1.593,3.817,1.009,7.109
2016-11-19,0.781,0.3,0.7,2.07138,1.593,3.817,1.015,7.109
2016-11-20,0.781,0.3,0.7,2.07138,1.593,3.817,1.015,7.109
2016-11-21,0.781,0.28,0.69,2.07138,1.586,3.711,0.992,6.977
2016-11-21,0.781,0.28,0.74,2.07138,1.586,3.711,0.992,6.977
2016-11-21,0.781,0.28,0.67,2.07138,1.586,3.711,0.992,6.977
2016-11-22,0.711,0.24,0.68,1.97862,1.423,3.629,0.916,6.938
2016-11-22,0.711,0.24,0.61,1.97862,1.423,3.629,0.916,6.938
2016-11-22,0.711,0.24,0.62,1.97862,1.423,3.629,0.916,6.938
2016-11-23,0.734,0.21,0.64,2.10673,1.55,3.695,0.974,6.906
2016-11-23,0.734,0.21,0.73,2.10673,1.55,3.695,0.974,6.906
2016-11-23,0.734,0.21,0.78,2.10673,1.55,3.695,0.974,6.906
2016-11-24,0.739,0.24,0.66,2.07623,1.5,3.665,0.96,6.934
2016-11-24,0.739,0.24,0.72,2.07623,1.5,3.665,0.96,6.934
2016-11-24,0.739,0.24,0.64,2.07623,1.5,3.665,0.96,6.934
2016-11-25,0.776,0.24,0.68,2.09557,1.575,3.6,0.92,6.991
2016-11-25,0.776,0.24,0.74,2.09557,1.575,3.6,0.92,6.991
2016-11-25,0.776,0.24,0.66,2.09557,1.575,3.6,0.92,6.991
2016-11-26,0.755,0.24,0.66,2.0769,1.575,3.6,0.92,6.991
2016-11-27,0.755,0.24,0.66,2.0769,1.575,3.6,0.92,6.991
2016-11-28,0.755,0.21,0.65,2.0769,1.577,3.596,0.882,7.002
2016-11-28,0.755,0.21,0.7,2.0769,1.577,3.596,0.882,7.002
2016-11-28,0.755,0.21,0.64,2.0769,1.577,3.596,0.882,7.002
2016-11-29,0.733,0.2,0.63,2.0119,1.543,3.643,0.864,6.946
2016-11-29,0.733,0.2,0.68,2.0119,1.543,3.643,0.864,6.946
2016-11-29,0.733,0.2,0.57,2.0119,1.543,3.643,0.864,6.946
2016-11-30,0.674,0.21,0.6,1.95757,1.539,3.706,0.886,6.567
2016-11-30,0.674,0.21,0.66,1.95757,1.539,3.706,0.886,6.567
2016-11-30,0.674,0.21,0.54,1.95757,1.539,3.706,0.886,6.567
2016-12-01,0.798,0.31,0.7,1.98891,1.565,3.749,0.939,6.543
2016-12-01,0.798,0.31,0.75,1.98891,1.565,3.749,0.939,6.543
