Title:;Constant maturity rate 10 years
Series key:;FM.D.FR.EUR.FR2.BB.FRMOYTEC10.HSTA
Unit:;Percent (PC)
Multiplier:;Units (0)
Collection:;End of period (E)
Source:;Bank of France, MTS France (MTS)
2024-07-20;-
2024-07-19;3.06
2024-07-18;3.07
2024-07-17;3.05
2024-07-16;3.06
2024-07-15;3.1
2024-07-14;-
2024-07-13;-
2024-07-12;3.13
2024-07-11;3.15
2024-07-10;3.17
2024-07-09;3.17
2024-07-08;3.19
2024-07-07;-
2024-07-06;-
2024-07-05;3.23
2024-07-04;3.25
2024-07-03;3.28
2024-07-02;3.34
2024-07-01;3.3
2024-06-30;-
2024-06-29;-
2024-06-28;3.26
2024-06-27;3.21
2024-06-26;3.15
2024-06-25;3.13
2024-06-24;3.14
2024-06-23;-
2024-06-22;-
2024-06-21;3.11
2024-06-20;3.17
2024-06-19;3.14
2024-06-18;3.18
2024-06-17;3.16
2024-06-16;-
2024-06-15;-
2024-06-14;3.15
2024-06-13;3.19
2024-06-12;3.24
2024-06-11;3.3
2024-06-10;3.2
2024-06-09;-
2024-06-08;-
2024-06-07;3.06
2024-06-06;3.03
2024-06-05;3.04
2024-06-04;3.04
2024-06-03;3.12
2024-06-02;-
2024-06-01;-
2024-05-31;3.18
2024-05-30;3.16
2024-05-29;3.09
2024-05-28;3.03
2024-05-27;3.08
2024-05-26;-
2024-05-25;-
2024-05-24;3.06
2024-05-23;3.05
2024-05-22;3.03
2024-05-21;3.0
2024-05-20;3.02
2024-05-19;-
2024-05-18;-
2024-05-17;2.98
2024-05-16;2.92
2024-05-15;2.99
2024-05-14;3.0
2024-05-13;3.02
2024-05-12;-
2024-05-11;-
2024-05-10;2.97
2024-05-09;3.01
2024-05-08;2.94
2024-05-07;2.94
2024-05-06;2.94
2024-05-05;-
2024-05-04;-
2024-05-03;3.03
2024-05-02;3.05
2024-05-01;-
2024-04-30;3.04
2024-04-29;3.03
2024-04-28;-
2024-04-27;-
2024-04-26;3.12
2024-04-25;3.08
2024-04-24;3.05
2024-04-23;3.02
2024-04-22;3.06
2024-04-21;-
2024-04-20;-
2024-04-19;3.0
2024-04-18;2.97
2024-04-17;3.02
2024-04-16;2.98
2024-04-15;2.92
2024-04-14;-
2024-04-13;-
2024-04-12;2.9
2024-04-11;2.98
2024-04-10;2.86
2024-04-09;2.92
2024-04-08;2.96
2024-04-07;-
2024-04-06;-
2024-04-05;2.89
2024-04-04;2.9
2024-04-03;2.94
2024-04-02;2.88
2024-04-01;-
2024-03-31;-
2024-03-30;-
2024-03-29;-
2024-03-28;2.83
2024-03-27;2.84
2024-03-26;2.84
2024-03-25;2.84
2024-03-24;-
2024-03-23;-
2024-03-22;2.84
2024-03-21;2.84
2024-03-20;2.87
2024-03-19;2.89
2024-03-18;2.91
2024-03-17;-
2024-03-16;-
2024-03-15;2.9
2024-03-14;2.81
2024-03-13;2.77
2024-03-12;2.76
2024-03-11;2.73
2024-03-10;-
2024-03-09;-
2024-03-08;2.74
2024-03-07;2.78
2024-03-06;2.83
2024-03-05;2.86
2024-03-04;2.89
2024-03-03;-
2024-03-02;-
2024-03-01;2.96
2024-02-29;2.98
2024-02-28;2.94
2024-02-27;2.91
2024-02-26;2.85
2024-02-25;-
2024-02-24;-
2024-02-23;2.95
2024-02-22;2.94
2024-02-21;2.89
2024-02-20;2.88
2024-02-19;2.88
2024-02-18;-
2024-02-17;-
2024-02-16;2.88
2024-02-15;2.82
2024-02-14;2.88
2024-02-13;2.87
2024-02-12;2.88
2024-02-11;-
2024-02-10;-
2024-02-09;2.89
2024-02-08;2.82
2024-02-07;2.81
2024-02-06;2.84
2024-02-05;2.79
2024-02-04;-
2024-02-03;-
2024-02-02;2.69
2024-02-01;2.73
2024-01-31;2.71
2024-01-30;2.74
2024-01-29;2.74
2024-01-28;-
2024-01-27;-
2024-01-26;2.75
2024-01-25;2.88
2024-01-24;2.82
2024-01-23;2.81
2024-01-22;2.8
2024-01-21;-
2024-01-20;-
2024-01-19;2.84
2024-01-18;2.83
2024-01-17;2.77
2024-01-16;2.73
2024-01-15;2.71
2024-01-14;-
2024-01-13;-
2024-01-12;2.71
2024-01-11;2.72
2024-01-10;2.71
2024-01-09;2.74
2024-01-08;2.7
2024-01-07;-
2024-01-06;-
2024-01-05;2.7
2024-01-04;2.61
2024-01-03;2.61
2024-01-02;2.63
2024-01-01;-
2023-12-31;-
2023-12-30;-
2023-12-29;2.54
2023-12-28;2.45
2023-12-27;2.44
2023-12-26;-
2023-12-25;-
2023-12-24;-
2023-12-23;-
2023-12-22;2.47
2023-12-21;2.48
2023-12-20;2.5
2023-12-19;2.55
2023-12-18;2.55
2023-12-17;-
2023-12-16;-
2023-12-15;2.57
2023-12-14;2.57
2023-12-13;2.75
2023-12-12;2.78
2023-12-11;2.81
2023-12-10;-
2023-12-09;-
2023-12-08;2.78
2023-12-07;2.72
2023-12-06;2.82
2023-12-05;2.87
2023-12-04;2.94
2023-12-03;-
2023-12-02;-
2023-12-01;2.99
2023-11-30;2.99
2023-11-29;3.02
2023-11-28;3.1
2023-11-27;3.2
2023-11-26;-
2023-11-25;-
2023-11-24;3.2
2023-11-23;3.14
2023-11-22;3.14
2023-11-21;3.15
2023-11-20;3.15
2023-11-19;-
2023-11-18;-
2023-11-17;3.08
2023-11-16;3.18
2023-11-15;3.14
2023-11-14;3.27
2023-11-13;3.27
2023-11-12;-
2023-11-11;-
2023-11-10;3.31
2023-11-09;3.23
2023-11-08;3.23
2023-11-07;3.3
2023-11-06;3.28
2023-11-05;-
2023-11-04;-
2023-11-03;3.31
2023-11-02;3.3
2023-11-01;3.45
2023-10-31;3.39
2023-10-30;3.4
2023-10-29;-
2023-10-28;-
2023-10-27;3.45
2023-10-26;3.5
2023-10-25;3.46
2023-10-24;3.4
2023-10-23;3.55
2023-10-22;-
2023-10-21;-
2023-10-20;3.53
2023-10-19;3.56
2023-10-18;3.52
2023-10-17;3.41
2023-10-16;3.39
2023-10-15;-
2023-10-14;-
2023-10-13;3.34
2023-10-12;3.31
2023-10-11;3.31
2023-10-10;3.39
2023-10-09;3.47
2023-10-08;-
2023-10-07;-
2023-10-06;3.52
2023-10-05;3.55
2023-10-04;3.57
2023-10-03;3.5
2023-10-02;3.47
2023-10-01;-
2023-09-30;-
2023-09-29;3.44
2023-09-28;3.51
2023-09-27;3.36
2023-09-26;3.38
2023-09-25;3.35
2023-09-24;-
2023-09-23;-
2023-09-22;3.3
2023-09-21;3.3
2023-09-20;3.29
2023-09-19;3.26
2023-09-18;3.25
2023-09-17;-
2023-09-16;-
2023-09-15;3.21
2023-09-14;3.21
2023-09-13;3.23
2023-09-12;3.17
2023-09-11;3.17
2023-09-10;-
2023-09-09;-
2023-09-08;3.16
2023-09-07;3.18
2023-09-06;3.16
2023-09-05;3.13
2023-09-04;3.1
2023-09-03;-
2023-09-02;-
2023-09-01;3.02
2023-08-31;3.06
2023-08-30;3.1
2023-08-29;3.09
2023-08-28;3.12
2023-08-27;-
2023-08-26;-
2023-08-25;3.08
2023-08-24;3.02
2023-08-23;3.08
2023-08-22;3.22
2023-08-21;3.2
2023-08-20;-
2023-08-19;-
2023-08-18;3.18
2023-08-17;3.25
2023-08-16;3.21
2023-08-15;3.25
2023-08-14;3.15
2023-08-13;-
2023-08-12;-
2023-08-11;3.11
2023-08-10;3.08
2023-08-09;3.0
2023-08-08;3.04
2023-08-07;3.13
2023-08-06;-
2023-08-05;-
2023-08-04;3.16
2023-08-03;3.12
2023-08-02;3.08
2023-08-01;3.05
2023-07-31;3.06
2023-07-30;-
2023-07-29;-
2023-07-28;3.06
2023-07-27;3.03
2023-07-26;2.98
2023-07-25;2.98
2023-07-24;2.95
2023-07-23;-
2023-07-22;-
2023-07-21;3.02
2023-07-20;2.97
2023-07-19;2.86
2023-07-18;2.95
2023-07-17;3.01
2023-07-16;-
2023-07-15;-
2023-07-14;3.02
2023-07-13;3.02
2023-07-12;3.18
2023-07-11;3.17
2023-07-10;3.21
2023-07-09;-
2023-07-08;-
2023-07-07;3.18
2023-07-06;3.07
2023-07-05;2.99
2023-07-04;3.01
2023-07-03;2.92
2023-07-02;-
2023-07-01;-
2023-06-30;2.99
2023-06-29;2.88
2023-06-28;2.86
2023-06-27;2.84
2023-06-26;2.83
2023-06-25;-
2023-06-24;-
2023-06-23;2.89
2023-06-22;2.99
2023-06-21;2.95
2023-06-20;3.0
2023-06-19;3.0
2023-06-18;-
2023-06-17;-
2023-06-16;3.0
2023-06-15;3.01
2023-06-14;2.96
2023-06-13;2.91
2023-06-12;2.93
2023-06-11;-
2023-06-10;-
2023-06-09;2.97
2023-06-08;3.0
2023-06-07;2.92
2023-06-06;2.87
2023-06-05;2.92
2023-06-04;-
2023-06-03;-
2023-06-02;2.84
2023-06-01;2.86
2023-05-31;2.83
2023-05-30;2.99
2023-05-29;3.05
2023-05-28;-
2023-05-27;-
2023-05-26;3.1
2023-05-25;3.04
2023-05-24;3.03
2023-05-23;3.05
2023-05-22;2.98
2023-05-21;-
2023-05-20;-
2023-05-19;3.03
2023-05-18;2.97
2023-05-17;2.89
2023-05-16;2.85
2023-05-15;2.85
2023-05-14;-
2023-05-13;-
2023-05-12;2.81
2023-05-11;2.87
2023-05-10;2.93
2023-05-09;2.91
2023-05-08;-
2023-05-07;-
2023-05-06;-
2023-05-05;2.85
2023-05-04;2.83
2023-05-03;2.82
2023-05-02;2.94
2023-05-01;-
2023-04-30;-
2023-04-29;-
2023-04-28;2.91
2023-04-27;2.99
2023-04-26;2.89
2023-04-25;2.99
2023-04-24;3.01
2023-04-23;-
2023-04-22;-
2023-04-21;2.99
2023-04-20;3.02
2023-04-19;3.05
2023-04-18;3.03
2023-04-17;2.98
2023-04-16;-
2023-04-15;-
2023-04-14;2.94
2023-04-13;2.94
2023-04-12;2.87
2023-04-11;2.79
2023-04-10;-
2023-04-09;-
2023-04-08;-
2023-04-07;-
2023-04-06;2.7
2023-04-05;2.84
2023-04-04;2.84
2023-04-03;2.89
2023-04-02;-
2023-04-01;-
2023-03-31;2.9
2023-03-30;2.85
2023-03-29;2.85
2023-03-28;2.87
2023-03-27;2.73
2023-03-26;-
2023-03-25;-
2023-03-24;2.61
2023-03-23;2.82
2023-03-22;2.87
2023-03-21;2.77
2023-03-20;2.63
2023-03-19;-
2023-03-18;-
2023-03-17;2.82
2023-03-16;2.84
2023-03-15;2.89
2023-03-14;2.92
2023-03-13;2.83
2023-03-12;-
2023-03-11;-
2023-03-10;3.06
2023-03-09;3.21
2023-03-08;3.21
2023-03-07;3.17
2023-03-06;3.16
2023-03-05;-
2023-03-04;-
2023-03-03;3.21
2023-03-02;3.26
2023-03-01;3.21
2023-02-28;3.14
2023-02-27;3.07
2023-02-26;-
2023-02-25;-
2023-02-24;2.96
2023-02-23;3.02
2023-02-22;3.04
2023-02-21;2.98
2023-02-20;2.92
2023-02-19;-
2023-02-18;-
2023-02-17;3.01
2023-02-16;2.94
2023-02-15;2.88
2023-02-14;2.83
2023-02-13;2.84
2023-02-12;-
2023-02-11;-
2023-02-10;2.83
2023-02-09;2.76
2023-02-08;2.83
2023-02-07;2.77
2023-02-06;2.74
2023-02-05;-
2023-02-04;-
2023-02-03;2.61
2023-02-02;2.73
2023-02-01;2.76
2023-01-31;2.79
2023-01-30;2.78
2023-01-29;-
2023-01-28;-
2023-01-27;2.74
2023-01-26;2.65
2023-01-25;2.56
2023-01-24;2.64
2023-01-23;2.64
2023-01-22;-
2023-01-21;-
2023-01-20;2.58
2023-01-19;2.46
2023-01-18;2.55
2023-01-17;2.68
2023-01-16;2.69
2023-01-15;-
2023-01-14;-
2023-01-13;2.58
2023-01-12;2.66
2023-01-11;2.73
2023-01-10;2.79
2023-01-09;2.8
2023-01-08;-
2023-01-07;-
2023-01-06;2.85
2023-01-05;2.81
2023-01-04;2.82
2023-01-03;2.88
2023-01-02;3.03
2023-01-01;-
2022-12-31;-
2022-12-30;3.02
2022-12-29;3.02
2022-12-28;3.02
2022-12-27;3.04
2022-12-26;-
2022-12-25;-
2022-12-24;-
2022-12-23;2.93
2022-12-22;2.86
2022-12-21;2.82
2022-12-20;2.81
2022-12-19;2.71
2022-12-18;-
2022-12-17;-
2022-12-16;2.73
2022-12-15;2.4
2022-12-14;2.44
2022-12-13;2.41
2022-12-12;2.39
2022-12-11;-
2022-12-10;-
2022-12-09;2.33
2022-12-08;2.23
2022-12-07;2.24
2022-12-06;2.29
2022-12-05;2.3
2022-12-04;-
2022-12-03;-
2022-12-02;2.23
2022-12-01;2.3
2022-11-30;2.4
2022-11-29;2.38
2022-11-28;2.45
2022-11-27;-
2022-11-26;-
2022-11-25;2.36
2022-11-24;2.29
2022-11-23;2.45
2022-11-22;2.47
2022-11-21;2.49
2022-11-20;-
2022-11-19;-
2022-11-18;2.54
2022-11-17;2.45
2022-11-16;2.57
2022-11-15;2.59
2022-11-14;2.63
2022-11-13;-
2022-11-12;-
2022-11-11;2.56
2022-11-10;2.69
2022-11-09;2.76
2022-11-08;2.83
2022-11-07;2.79
2022-11-06;-
2022-11-05;-
2022-11-04;2.77
2022-11-03;2.76
2022-11-02;2.68
2022-11-01;2.58
2022-10-31;2.65
2022-10-30;-
2022-10-29;-
2022-10-28;2.62
2022-10-27;2.72
2022-10-26;2.68
2022-10-25;2.78
2022-10-24;2.96
2022-10-23;-
2022-10-22;-
2022-10-21;3.02
2022-10-20;3.0
2022-10-19;2.92
2022-10-18;2.91
2022-10-17;2.83
2022-10-16;-
2022-10-15;-
2022-10-14;2.81
2022-10-13;2.89
2022-10-12;2.92
2022-10-11;2.88
2022-10-10;2.76
2022-10-09;-
2022-10-08;-
2022-10-07;2.72
2022-10-06;2.59
2022-10-05;2.53
2022-10-04;2.4
2022-10-03;2.72
2022-10-02;-
2022-10-01;-
2022-09-30;2.71
2022-09-29;2.82
2022-09-28;2.83
2022-09-27;2.65
2022-09-26;2.62
2022-09-25;-
2022-09-24;-
2022-09-23;2.49
2022-09-22;2.36
2022-09-21;2.37
2022-09-20;2.39
2022-09-19;2.3
2022-09-18;-
2022-09-17;-
2022-09-16;2.29
2022-09-15;2.25
2022-09-14;2.24
2022-09-13;2.19
2022-09-12;2.21
2022-09-11;-
2022-09-10;-
2022-09-09;2.25
2022-09-08;2.11
2022-09-07;2.11
2022-09-06;2.1
2022-09-05;2.12
2022-09-04;-
2022-09-03;-
2022-09-02;2.11
2022-09-01;2.14
2022-08-31;2.07
2022-08-30;2.01
2022-08-29;2.05
2022-08-28;-
2022-08-27;-
2022-08-26;1.88
2022-08-25;1.86
2022-08-24;1.84
2022-08-23;1.82
2022-08-22;1.73
2022-08-21;-
2022-08-20;-
2022-08-19;1.67
2022-08-18;1.59
2022-08-17;1.56
2022-08-16;1.4
2022-08-15;1.42
2022-08-14;-
2022-08-13;-
2022-08-12;1.47
2022-08-11;1.39
2022-08-10;1.37
2022-08-09;1.4
2022-08-08;1.35
2022-08-07;-
2022-08-06;-
2022-08-05;1.28
2022-08-04;1.35
2022-08-03;1.35
2022-08-02;1.21
2022-08-01;1.35
2022-07-31;-
2022-07-30;-
2022-07-29;1.4
2022-07-28;1.5
2022-07-27;1.45
2022-07-26;1.48
2022-07-25;1.58
2022-07-24;-
2022-07-23;-
2022-07-22;1.57
2022-07-21;1.79
2022-07-20;1.71
2022-07-19;1.75
2022-07-18;1.72
2022-07-17;-
2022-07-16;-
2022-07-15;1.64
2022-07-14;1.77
2022-07-13;1.67
2022-07-12;1.66
2022-07-11;1.83
2022-07-10;-
2022-07-09;-
2022-07-08;1.8
2022-07-07;1.86
2022-07-06;1.79
2022-07-05;1.86
2022-07-04;1.88
2022-07-03;-
2022-07-02;-
2022-07-01;1.98
2022-06-30;1.99
2022-06-29;2.14
2022-06-28;1.83
2022-06-27;2.02
2022-06-26;-
2022-06-25;-
2022-06-24;1.97
2022-06-23;1.99
2022-06-22;2.25
2022-06-21;2.27
2022-06-20;2.19
2022-06-19;-
2022-06-18;-
2022-06-17;2.18
2022-06-16;2.35
2022-06-15;2.33
2022-06-14;2.25
2022-06-13;2.16
2022-06-12;-
2022-06-11;-
2022-06-10;1.96
2022-06-09;1.86
2022-06-08;1.83
2022-06-07;1.81
2022-06-06;1.81
2022-06-05;-
2022-06-04;-
2022-06-03;1.77
2022-06-02;1.72
2022-06-01;1.64
2022-05-31;1.59
2022-05-30;1.56
2022-05-29;-
2022-05-28;-
2022-05-27;1.51
2022-05-26;1.43
2022-05-25;1.48
2022-05-24;1.51
2022-05-23;1.49
2022-05-22;-
2022-05-21;-
2022-05-20;1.49
2022-05-19;1.47
2022-05-18;1.54
2022-05-17;1.5
2022-05-16;1.5
2022-05-15;-
2022-05-14;-
2022-05-13;1.4
2022-05-12;1.42
2022-05-11;1.49
2022-05-10;1.6
2022-05-09;1.66
2022-05-08;-
2022-05-07;-
2022-05-06;1.59
2022-05-05;1.5
2022-05-04;1.49
2022-05-03;1.51
2022-05-02;1.43
2022-05-01;-
2022-04-30;-
2022-04-29;1.4
2022-04-28;1.31
2022-04-27;1.3
2022-04-26;1.31
2022-04-25;1.37
2022-04-24;-
2022-04-23;-
2022-04-22;1.38
2022-04-21;1.38
2022-04-20;1.33
2022-04-19;1.39
2022-04-18;-
2022-04-17;-
2022-04-16;-
2022-04-15;-
2022-04-14;1.27
2022-04-13;1.32
2022-04-12;1.35
2022-04-11;1.25
2022-04-10;-
2022-04-09;-
2022-04-08;1.22
2022-04-07;1.15
2022-04-06;1.17
2022-04-05;1.05
2022-04-04;0.98
2022-04-03;-
2022-04-02;-
2022-04-01;1.01
2022-03-31;1.02
2022-03-30;1.06
2022-03-29;1.04
2022-03-28;1.02
2022-03-27;-
2022-03-26;-
2022-03-25;0.93
2022-03-24;0.95
2022-03-23;0.9
2022-03-22;0.93
2022-03-21;0.84
2022-03-20;-
2022-03-19;-
2022-03-18;0.79
2022-03-17;0.79
2022-03-16;0.8
2022-03-15;0.79
2022-03-14;0.78
2022-03-13;-
2022-03-12;-
