Residual term;Time;Value
Gross yield rate of the reference loan (benchmark);2024-03-28;2.89
Gross yield rate of the reference loan (benchmark);2024-04-02;2.94
Gross yield rate of the reference loan (benchmark);2024-04-03;2.99
Gross yield rate of the reference loan (benchmark);2024-04-04;2.94
Gross yield rate of the reference loan (benchmark);2024-04-05;2.93
Gross yield rate of the reference loan (benchmark);2024-04-08;3.02
Gross yield rate of the reference loan (benchmark);2024-04-09;2.96
Gross yield rate of the reference loan (benchmark);2024-04-10;2.9
Gross yield rate of the reference loan (benchmark);2024-04-11;3.01
Gross yield rate of the reference loan (benchmark);2024-04-12;2.93
Gross yield rate of the reference loan (benchmark);2024-04-15;2.95
Gross yield rate of the reference loan (benchmark);2024-04-16;3.01
Gross yield rate of the reference loan (benchmark);2024-04-17;3.05
Gross yield rate of the reference loan (benchmark);2024-04-18;3
Gross yield rate of the reference loan (benchmark);2024-04-19;3.03
Gross yield rate of the reference loan (benchmark);2024-04-22;3.09
Gross yield rate of the reference loan (benchmark);2024-04-23;3.05
Gross yield rate of the reference loan (benchmark);2024-04-24;3.08
Gross yield rate of the reference loan (benchmark);2024-04-25;3.12
Gross yield rate of the reference loan (benchmark);2024-04-26;3.15
Gross yield rate of the reference loan (benchmark);2024-04-29;3.06
Gross yield rate of the reference loan (benchmark);2024-04-30;3.07
Gross yield rate of the reference loan (benchmark);2024-05-02;3.08
Gross yield rate of the reference loan (benchmark);2024-05-03;3.06
Gross yield rate of the reference loan (benchmark);2024-05-06;2.98
Gross yield rate of the reference loan (benchmark);2024-05-07;2.97
Gross yield rate of the reference loan (benchmark);2024-05-08;2.97
Gross yield rate of the reference loan (benchmark);2024-05-13;3.05
Gross yield rate of the reference loan (benchmark);2024-05-14;3.03
Gross yield rate of the reference loan (benchmark);2024-05-15;3.02
Gross yield rate of the reference loan (benchmark);2024-05-16;2.96
Gross yield rate of the reference loan (benchmark);2024-05-17;3.02
Gross yield rate of the reference loan (benchmark);2024-05-21;3.04
Gross yield rate of the reference loan (benchmark);2024-05-22;3.07
Gross yield rate of the reference loan (benchmark);2024-05-23;3.09
Gross yield rate of the reference loan (benchmark);2024-05-24;3.09
Gross yield rate of the reference loan (benchmark);2024-05-27;3.12
Gross yield rate of the reference loan (benchmark);2024-05-28;3.07
Gross yield rate of the reference loan (benchmark);2024-05-29;3.14
Gross yield rate of the reference loan (benchmark);2024-05-30;3.21
Gross yield rate of the reference loan (benchmark);2024-05-31;3.23
Gross yield rate of the reference loan (benchmark);2024-10-09;2.86
Gross yield rate of the reference loan (benchmark);2024-10-10;2.88
Gross yield rate of the reference loan (benchmark);2024-10-11;2.87
Gross yield rate of the reference loan (benchmark);2024-10-14;2.88
Gross yield rate of the reference loan (benchmark);2024-10-15;2.83
Gross yield rate of the reference loan (benchmark);2024-10-16;2.79
Gross yield rate of the reference loan (benchmark);2024-10-17;2.81
Gross yield rate of the reference loan (benchmark);2024-10-18;2.8
Gross yield rate of the reference loan (benchmark);2024-10-21;2.81
Gross yield rate of the reference loan (benchmark);2024-10-22;2.9
Gross yield rate of the reference loan (benchmark);2024-10-23;2.9
Gross yield rate of the reference loan (benchmark);2024-10-24;2.86
Gross yield rate of the reference loan (benchmark);2024-10-25;2.86
Gross yield rate of the reference loan (benchmark);2024-10-28;2.88
Gross yield rate of the reference loan (benchmark);2024-10-29;2.9
Gross yield rate of the reference loan (benchmark);2024-10-30;2.91
Gross yield rate of the reference loan (benchmark);2024-10-31;2.99
Gross yield rate of the reference loan (benchmark);2024-11-04;3.01
Gross yield rate of the reference loan (benchmark);2024-11-05;3
Gross yield rate of the reference loan (benchmark);2024-11-06;2.96
Gross yield rate of the reference loan (benchmark);2024-11-07;3.08
Gross yield rate of the reference loan (benchmark);2024-11-08;2.99
Gross yield rate of the reference loan (benchmark);2024-11-12;2.92
Gross yield rate of the reference loan (benchmark);2024-11-13;2.98
Gross yield rate of the reference loan (benchmark);2024-11-14;2.98
Gross yield rate of the reference loan (benchmark);2024-11-15;2.91
Gross yield rate of the reference loan (benchmark);2024-11-18;2.96
Gross yield rate of the reference loan (benchmark);2024-11-19;2.88
Gross yield rate of the reference loan (benchmark);2024-11-20;2.93
Gross yield rate of the reference loan (benchmark);2024-11-21;2.93
Gross yield rate of the reference loan (benchmark);2024-11-22;2.85
Gross yield rate of the reference loan (benchmark);2024-11-25;2.87
Gross yield rate of the reference loan (benchmark);2024-11-26;2.83
Gross yield rate of the reference loan (benchmark);2024-11-27;2.81
Gross yield rate of the reference loan (benchmark);2024-11-28;2.78
Gross yield rate of the reference loan (benchmark);2024-11-29;2.72
Gross yield rate of the reference loan (benchmark);2024-12-02;2.67
Gross yield rate of the reference loan (benchmark);2024-12-03;2.67
Gross yield rate of the reference loan (benchmark);2024-12-04;2.67
Gross yield rate of the reference loan (benchmark);2024-12-05;2.65
Gross yield rate of the reference loan (benchmark);2024-12-06;2.64
Gross yield rate of the reference loan (benchmark);2024-12-09;2.64
Gross yield rate of the reference loan (benchmark);2024-12-10;2.64
Gross yield rate of the reference loan (benchmark);2024-12-11;2.68
Gross yield rate of the reference loan (benchmark);2024-12-12;2.72
Gross yield rate of the reference loan (benchmark);2024-12-13;2.8
Gross yield rate of the reference loan (benchmark);2024-12-16;2.84
Gross yield rate of the reference loan (benchmark);2024-12-17;2.83
Gross yield rate of the reference loan (benchmark);2024-12-18;2.85
Gross yield rate of the reference loan (benchmark);2024-12-19;2.89
Gross yield rate of the reference loan (benchmark);2024-12-20;2.91
Gross yield rate of the reference loan (benchmark);2024-12-23;2.92
Gross yield rate of the reference loan (benchmark);2024-12-24;2.94
Gross yield rate of the reference loan (benchmark);2024-12-27;3.01
Gross yield rate of the reference loan (benchmark);2024-12-30;3
Gross yield rate of the reference loan (benchmark);2024-12-31;2.97
Gross yield rate of the reference loan (benchmark);2025-01-02;2.97
Gross yield rate of the reference loan (benchmark);2025-01-03;3.01
Gross yield rate of the reference loan (benchmark);2025-01-06;3.06
Gross yield rate of the reference loan (benchmark);2025-01-07;3.06
Gross yield rate of the reference loan (benchmark);2025-01-08;3.06
Gross yield rate of the reference loan (benchmark);2025-01-09;3.14
Gross yield rate of the reference loan (benchmark);2025-01-10;3.17
Gross yield rate of the reference loan (benchmark);2025-01-13;3.22
Gross yield rate of the reference loan (benchmark);2025-01-14;3.2
Gross yield rate of the reference loan (benchmark);2025-01-15;3.21
Gross yield rate of the reference loan (benchmark);2025-01-16;3.13
Gross yield rate of the reference loan (benchmark);2025-01-17;3.08
Gross yield rate of the reference loan (benchmark);2025-01-20;3.09
Gross yield rate of the reference loan (benchmark);2025-01-21;3.07
Gross yield rate of the reference loan (benchmark);2025-01-22;3.04
Gross yield rate of the reference loan (benchmark);2025-01-23;3.08
Gross yield rate of the reference loan (benchmark);2025-01-24;3.12
Gross yield rate of the reference loan (benchmark);2025-01-27;3.07
Gross yield rate of the reference loan (benchmark);2025-01-28;3.15
Gross yield rate of the reference loan (benchmark);2025-01-29;3.12
Gross yield rate of the reference loan (benchmark);2025-01-30;3.14
Gross yield rate of the reference loan (benchmark);2025-01-31;3.08
Gross yield rate of the reference loan (benchmark);2025-02-03;3
Gross yield rate of the reference loan (benchmark);2025-02-04;3
Gross yield rate of the reference loan (benchmark);2025-02-05;2.94
Gross yield rate of the reference loan (benchmark);2025-02-06;2.96
Gross yield rate of the reference loan (benchmark);2025-02-07;2.94
Gross yield rate of the reference loan (benchmark);2025-02-10;2.94
Gross yield rate of the reference loan (benchmark);2025-02-11;2.98
Gross yield rate of the reference loan (benchmark);2025-02-12;3.03
Gross yield rate of the reference loan (benchmark);2025-02-13;3.03
Gross yield rate of the reference loan (benchmark);2025-02-14;2.98
Gross yield rate of the reference loan (benchmark);2016-07-01;0.2
Gross yield rate of the reference loan (benchmark);2016-07-04;0.22
Gross yield rate of the reference loan (benchmark);2016-07-05;0.2
Gross yield rate of the reference loan (benchmark);2016-07-06;0.15
Gross yield rate of the reference loan (benchmark);2016-07-07;0.19
Gross yield rate of the reference loan (benchmark);2016-07-08;0.17
Gross yield rate of the reference loan (benchmark);2016-07-11;0.14
Gross yield rate of the reference loan (benchmark);2016-07-12;0.2
Gross yield rate of the reference loan (benchmark);2016-07-13;0.2
Gross yield rate of the reference loan (benchmark);2016-07-14;0.17
Gross yield rate of the reference loan (benchmark);2016-07-15;0.21
Gross yield rate of the reference loan (benchmark);2016-07-18;0.24
Gross yield rate of the reference loan (benchmark);2016-07-19;0.23
Gross yield rate of the reference loan (benchmark);2016-07-20;0.22
Gross yield rate of the reference loan (benchmark);2016-07-22;0.25
Gross yield rate of the reference loan (benchmark);2016-07-25;0.24
Gross yield rate of the reference loan (benchmark);2016-07-26;0.2
Gross yield rate of the reference loan (benchmark);2016-07-27;0.19
Gross yield rate of the reference loan (benchmark);2016-07-28;0.16
Gross yield rate of the reference loan (benchmark);2016-07-29;0.17
Gross yield rate of the reference loan (benchmark);2016-08-01;0.13
Gross yield rate of the reference loan (benchmark);2016-08-02;0.17
Gross yield rate of the reference loan (benchmark);2016-08-03;0.2
Gross yield rate of the reference loan (benchmark);2016-08-04;0.2
Gross yield rate of the reference loan (benchmark);2016-08-05;0.16
Gross yield rate of the reference loan (benchmark);2016-08-08;0.17
Gross yield rate of the reference loan (benchmark);2016-08-09;0.16
Gross yield rate of the reference loan (benchmark);2016-08-10;0.12
Gross yield rate of the reference loan (benchmark);2016-08-11;0.1
Gross yield rate of the reference loan (benchmark);2016-08-12;0.12
Gross yield rate of the reference loan (benchmark);2016-08-16;0.13
Gross yield rate of the reference loan (benchmark);2016-08-17;0.17
Gross yield rate of the reference loan (benchmark);2016-08-18;0.14
Gross yield rate of the reference loan (benchmark);2017-05-04;0.78
Gross yield rate of the reference loan (benchmark);2017-05-05;0.77
Gross yield rate of the reference loan (benchmark);2017-05-08;0.79
Gross yield rate of the reference loan (benchmark);2017-05-09;0.84
Gross yield rate of the reference loan (benchmark);2017-05-10;0.81
Gross yield rate of the reference loan (benchmark);2017-05-11;0.86
Gross yield rate of the reference loan (benchmark);2017-05-12;0.82
Gross yield rate of the reference loan (benchmark);2017-05-15;0.81
Gross yield rate of the reference loan (benchmark);2017-05-16;0.83
Gross yield rate of the reference loan (benchmark);2017-05-17;0.81
Gross yield rate of the reference loan (benchmark);2017-05-18;0.76
Gross yield rate of the reference loan (benchmark);2017-05-19;0.74
Gross yield rate of the reference loan (benchmark);2017-05-22;0.77
Gross yield rate of the reference loan (benchmark);2017-05-23;0.78
Gross yield rate of the reference loan (benchmark);2017-05-24;0.76
Gross yield rate of the reference loan (benchmark);2017-05-29;0.69
Gross yield rate of the reference loan (benchmark);2017-05-30;0.67
Gross yield rate of the reference loan (benchmark);2017-05-31;0.64
Gross yield rate of the reference loan (benchmark);2017-06-01;0.66
Gross yield rate of the reference loan (benchmark);2017-06-02;0.64
Gross yield rate of the reference loan (benchmark);2017-06-06;0.63
Gross yield rate of the reference loan (benchmark);2017-06-07;0.61
Gross yield rate of the reference loan (benchmark);2017-06-08;0.63
Gross yield rate of the reference loan (benchmark);2017-06-09;0.59
Gross yield rate of the reference loan (benchmark);2017-06-12;0.58
Gross yield rate of the reference loan (benchmark);2017-06-13;0.6
Gross yield rate of the reference loan (benchmark);2017-06-14;0.58
Gross yield rate of the reference loan (benchmark);2017-06-15;0.59
Gross yield rate of the reference loan (benchmark);2017-06-16;0.63
Gross yield rate of the reference loan (benchmark);2017-06-19;0.6
Gross yield rate of the reference loan (benchmark);2017-06-20;0.59
Gross yield rate of the reference loan (benchmark);2017-06-21;0.58
Gross yield rate of the reference loan (benchmark);2017-06-22;0.59
Gross yield rate of the reference loan (benchmark);2017-06-23;0.6
Gross yield rate of the reference loan (benchmark);2017-06-26;0.59
Gross yield rate of the reference loan (benchmark);2017-06-27;0.63
Gross yield rate of the reference loan (benchmark);2017-06-28;0.71
Gross yield rate of the reference loan (benchmark);2017-06-29;0.72
